DIVISION,DISTRICT,INSTITUTE_NAME,TYP_ID,MANAGEMENT,TYP,EDU_LEVEL,STUD_TYP,MPO,AREA,GEOGRPY,SECURITY_GUARD,HAVING_COMP_LAB,HAVING_ELECTRICITY,HAVING_SOLAR_PANEL,NUMBER_OF_MULTIMEDIA,TOTAL_COMPUTER,CC_CAMERA_NUM,INTERNET_YN,COMP_LAB_DAILY_USE_HR,TOTAL_LAB_COMPUTER,SSC_TOT_APP,SSC_TOT_PASS,CLASS_ROOM,CLASS_ROOM_MULTIMEDIA,PACKA,TOT_STU,FEM_STU,TOT_TEACHER,FEM_TEACHER,CAPEX,OPEX
Dhaka,Dhaka,SHAHEED SMRITI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,3,6,YES,YES,2,0,53,47,20,YES,3,665,399,7,4,2360000,2523000
Dhaka,Dhaka,KAUNDIA SHAHID SMRITY HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,RIVER SIDE/CHAR,YES,Yes,YES,YES,3,2,YES,YES,18,22,138,118,15,YES,0,837,325,22,5,1620000,7921000
Dhaka,Dhaka,HAZRAT SHAH ALI MODEL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,NO,Yes,YES,YES,7,1,YES,YES,1,29,240,223,24,YES,3,"1,517",844,35,21,2460000,12600500
Chattogram,Cumilla,POMKARA SIDDIQURE RA. AND HAKIM HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,0,0,48,42,9,NO,1,391,184,11,3,960000,3960500
Dhaka,Dhaka,BEGUN BARI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,3,NO,YES,0,0,343,300,5,NO,0,846,431,11,0,680000,3961500
Dhaka,Dhaka,DHARMARAJIKA ORPHANAGE RESIDENTIAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,4,0,NO,YES,3,11,77,47,222,YES,2,556,183,17,10,22200000,6120000
Dhaka,Dhaka,DHARMARAJIKA ORPHANAGE RESIDENTIAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,4,0,NO,YES,3,11,77,47,222,YES,2,556,183,17,10,22200000,6120000
Dhaka,Dhaka,BAMOIL IDEAL HIGH SCHOOL AND COLLEGE (BM),1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,5,NO,YES,0,8,170,164,5,,0,"1,195",658,19,9,800000,6842500
Chattogram,Cumilla,AL-HAJ SALAMAT ULLAH HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,0,NO,YES,0,0,54,50,7,NO,0,479,314,11,1,700000,3960000
Chattogram,Cumilla,AL-HAJ SALAMAT ULLAH HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,0,NO,YES,0,0,54,50,7,NO,0,479,314,11,1,700000,3960000
Dhaka,Dhaka,MIRHAZIRBAG ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,0,NO,YES,10,21,120,97,11,YES,2,"1,161",629,27,13,1100000,9720000
Chattogram,Cumilla,HUSAMIAH HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,1,0,YES,NO,0,0,52,28,6,NO,3,397,140,11,5,600000,3960000
Chattogram,Cumilla,GHANIAR CHAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,NO,NO,0,0,NO,NO,0,0,67,63,5,NO,0,375,214,8,0,500000,2880000
Dhaka,Dhaka,HAZI M.A GOFUR GOVT. SECONDARY SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,NOT APPLICABLE,CityCorp,PLAIN LAND,NO,Yes,YES,YES,19,18,YES,YES,2,31,61,59,18,YES,1,466,230,13,5,2880000,4689000
Chattogram,Cumilla,BATAI CHARI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,3,YES,YES,2,7,160,141,13,YES,5,"1,010",588,19,4,1480000,6841500
Dhaka,Dhaka,ABDULLAH MEMORIAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,4,3,YES,YES,0,2,357,282,5,,0,"1,151",580,25,10,680000,9001500
Chattogram,Cumilla,ALI NAKIPUR MULTILATERAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,1,NO,YES,4,17,169,145,5,YES,2,844,555,11,2,560000,3960500
Chattogram,Cumilla,ALI NAKIPUR MULTILATERAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,1,NO,YES,4,17,169,145,5,YES,2,844,555,11,2,560000,3960500
Chattogram,Cumilla,PANCHURA MADDHAMIK BIDDANIKETON,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,4,3,NO,YES,0,0,103,76,8,YES,1,524,290,12,3,980000,4321500
Dhaka,Dhaka,RUSTOMPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,2,YES,YES,0,0,46,46,7,YES,3,252,155,12,2,820000,4321000
Dhaka,Dhaka,RUSTOMPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,2,YES,YES,0,0,46,46,7,YES,3,252,155,12,2,820000,4321000
Chattogram,Cumilla,JOAG AHAMMEDIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,4,NO,YES,0,0,72,49,5,YES,2,615,362,10,2,740000,3602000
Chattogram,Cumilla,CHANDGORA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,2,0,NO,NO,5,17,70,61,1,NO,1,550,327,10,1,100000,3600000
Chattogram,Cumilla,CHANDGORA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,2,0,NO,NO,5,17,70,61,1,NO,1,550,327,10,1,100000,3600000
Dhaka,Dhaka,ROKANPUR GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,YES,No,YES,YES,1,3,NO,YES,0,0,17,16,8,YES,1,232,214,9,5,980000,3241500
Dhaka,Dhaka,ROKANPUR GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,YES,No,YES,YES,1,3,NO,YES,0,0,17,16,8,YES,1,232,214,9,5,980000,3241500
Dhaka,Dhaka,BELAYAT HOSSAIN ADARSA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,1,NO,YES,2,10,405,274,12,NO,1,773,434,15,10,1260000,5400500
Chattogram,Cumilla,NAZRUL  ACADEMY,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,2,5,YES,YES,2,0,68,35,11,YES,3,440,228,12,4,1400000,4322500
Dhaka,Dhaka,ISLAMEE ADARSHA UCHCH BIDYALAY,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,10,YES,YES,0,14,144,117,24,YES,3,914,459,36,17,3000000,12965000
Dhaka,Dhaka,BADC HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,24,YES,YES,3,21,81,70,5,,0,819,385,20,9,1940000,7212000
Chattogram,Cumilla,SONAR CHAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,2,NO,YES,2,0,65,56,11,NO,1,356,195,9,2,1220000,3241000
Chattogram,Cumilla,MATHABHANGA BHAIRAB HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,0,NO,YES,3,15,49,48,19,YES,0,826,512,14,3,1900000,5040000
Chattogram,Cumilla,RAJAPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,1,NO,YES,3,18,92,81,8,YES,0,543,250,11,2,860000,3960500
Chattogram,Cumilla,CHATIANI ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,2,NO,YES,0,0,32,27,7,YES,2,267,137,12,2,820000,4321000
Chattogram,Cumilla,PERIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,1,NO,YES,1,0,20,17,7,NO,1,222,113,5,1,760000,1800500
Dhaka,Dhaka,SHAHID  SHEIKH RASEL GOVT. HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,NOT APPLICABLE,CityCorp,PLAIN LAND,NO,Yes,YES,NO,0,22,YES,YES,0,20,111,109,17,NO,1,682,247,17,10,3020000,6131000
Dhaka,Dhaka,ICHHAR KANDI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,2,NO,YES,0,0,436,355,5,NO,3,"1,582",767,13,0,620000,4681000
Dhaka,Dhaka,ICHHAR KANDI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,2,NO,YES,0,0,436,355,5,NO,3,"1,582",767,13,0,620000,4681000
Dhaka,Dhaka,ORIENT TEXTILE MILLS HGIH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,NO,Yes,YES,NO,2,15,NO,YES,4,17,253,206,15,NO,3,"1,560",814,10,1,2400000,3607500
Chattogram,Cumilla,MITHILAPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,RIVER SIDE/CHAR,NO,No,YES,NO,1,2,NO,YES,0,0,41,34,9,NO,0,257,129,10,1,1020000,3601000
Chattogram,Cumilla,ZAHIDUL HOSSAIN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,0,0,143,126,14,YES,2,806,451,13,4,1400000,4680000
Chattogram,Cumilla,DAULAT PUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,0,NO,NO,1,17,66,63,8,YES,1,478,258,11,2,800000,3960000
Chattogram,Cumilla,FATEHABAD KARIGORI JUNIOR SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,No,YES,NO,0,0,NO,NO,0,0,29,9,5,YES,0,455,230,6,4,500000,2160000
Dhaka,Dhaka,B H B F C IDEAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,No,YES,NO,1,2,NO,NO,1,2,120,99,1,YES,1,405,143,18,5,220000,6481000
Dhaka,Dhaka,B H B F C IDEAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,No,YES,NO,1,2,NO,NO,1,2,120,99,1,YES,1,405,143,18,5,220000,6481000
Dhaka,Dhaka,VALUM  ATAUR RAHMAN KHAN SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,1,13,NO,YES,2,13,201,177,18,YES,3,"1,089",229,22,2,2580000,7926500
Dhaka,Dhaka,VALUM  ATAUR RAHMAN KHAN SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,1,13,NO,YES,2,13,201,177,18,YES,3,"1,089",229,22,2,2580000,7926500
Chattogram,Cumilla,SHAKTALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,2,NO,YES,0,0,80,79,12,NO,0,711,402,12,4,1320000,4321000
Chattogram,Cumilla,SHAKTALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,2,NO,YES,0,0,80,79,12,NO,0,711,402,12,4,1320000,4321000
Dhaka,Dhaka,BAGMARA HIGH SCHOOL,1,NON-GOVT.,School,Junior Secondary,CO-EDUCATION JOINT,YES,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,NO,Yes,YES,YES,2,17,NO,YES,3,17,56,19,5,YES,3,368,113,13,4,1520000,4688500
Chattogram,Cumilla,BARASHAL GHAR U.M. A. HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,8,NO,YES,2,18,304,266,22,YES,3,"1,690",922,27,7,2680000,9724000
Chattogram,Cumilla,BHARELLA SHAH NURUDDIN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,1,NO,YES,0,20,169,164,16,YES,2,"1,200",611,15,3,1660000,5400500
Chattogram,Cumilla,BARUR ALI HOSSAIN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,3,NO,YES,1,0,51,34,9,YES,1,367,202,9,3,1080000,3241500
Chattogram,Cumilla,AL AMIN INSTITUTE,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,No,YES,NO,2,2,YES,YES,0,0,286,224,18,YES,0,"1,800",869,10,2,1920000,3601000
Chattogram,Cumilla,BARKAIT UDAYAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,8,NO,YES,0,0,117,103,15,YES,4,834,519,14,3,1980000,5044000
Chattogram,Cumilla,AGANAGAR ABUL BASHIR TECHNICAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,2,YES,YES,0,0,42,38,1,YES,3,560,261,8,2,220000,2881000
Chattogram,Cumilla,BORALLA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,0,1,NO,YES,0,0,62,25,8,NO,0,440,225,7,1,860000,2520500
Chattogram,Cumilla,BAMISHA HAZI A. ALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,3,2,NO,NO,0,0,50,41,16,YES,3,386,170,10,3,1720000,3601000
Chattogram,Cumilla,SREERAYER CHAR S.I.M. HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,3,NO,YES,0,3,148,64,9,YES,2,775,299,11,1,1080000,3961500
Dhaka,Dhaka,MITALI BIDYAPITH HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,5,NO,YES,2,21,87,85,22,YES,4,350,143,15,8,2500000,5402500
Dhaka,Dhaka,MITALI BIDYAPITH HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,5,NO,YES,2,21,87,85,22,YES,4,350,143,15,8,2500000,5402500
Chattogram,Cumilla,TORAB ALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,0,0,NO,NO,0,11,55,49,5,NO,0,557,366,9,1,500000,3240000
Chattogram,Cumilla,TORAB ALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,0,0,NO,NO,0,11,55,49,5,NO,0,557,366,9,1,500000,3240000
Dhaka,Dhaka,ISRAIL MAZUMDER HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,No,YES,NO,1,5,NO,YES,0,0,47,45,14,YES,0,501,264,15,11,1700000,5402500
Dhaka,Dhaka,MOHINI MOHAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,2,21,NO,YES,5,17,258,121,13,YES,5,907,475,15,4,2560000,5410500
Dhaka,Dhaka,MOHINI MOHAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,2,21,NO,YES,5,17,258,121,13,YES,5,907,475,15,4,2560000,5410500
Dhaka,Dhaka,SAVAR CANTONMENT BOARD BOY'S HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,BOYS,NO, RURAL,PLAIN LAND,YES,Yes,YES,NO,1,0,YES,YES,2,9,191,180,24,YES,1,"1,856",,29,5,2400000,10440000
Dhaka,Dhaka,RAMPURA EKRAMUNESSA GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,5,28,YES,YES,3,25,181,180,30,YES,2,"1,136","1,136",41,23,4680000,14774000
Chattogram,Cumilla,MIRZAPUR SATPUKURIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,2,NO,YES,30,0,94,80,7,NO,1,670,375,8,2,820000,2881000
Chattogram,Cumilla,OLIR BAZAR ADARSHA HIGH SHCOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,0,2,NO,YES,0,0,32,26,9,YES,4,259,156,9,1,1020000,3241000
Chattogram,Cumilla,GALIMPUR T.C. HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,1,2,YES,YES,4,3,117,117,12,YES,2,712,405,15,3,1320000,5401000
Dhaka,Dhaka,UTTARKHAN GOVT. SECONDARY SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,Yes,YES,YES,32,2,YES,YES,0,32,54,53,5,,0,750,334,22,12,620000,7921000
Chattogram,Cumilla,CHAR GOALI KHANDAKER NAZIR AHMED M.L HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,2,NO,YES,3,5,66,55,11,YES,4,486,230,14,3,1220000,5041000
Chattogram,Cumilla,CHAR GOALI KHANDAKER NAZIR AHMED M.L HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,2,NO,YES,3,5,66,55,11,YES,4,486,230,14,3,1220000,5041000
Dhaka,Dhaka,DHAKA PRESIDENCY SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,0,0,328,260,5,NO,0,180,66,8,3,560000,2880500
Dhaka,Dhaka,"NEW GOVT. GIRLS HIGH SCHOOL, ARMANITOLA, DHAKA",1,GOVERNMENT,School,Secondary ,GIRLS,NOT APPLICABLE,CityCorp,PLAIN LAND,NO,Yes,YES,NO,1,3,YES,YES,15,5,155,145,10,YES,0,920,920,16,13,1180000,5761500
Dhaka,Dhaka,"NEW GOVT. GIRLS HIGH SCHOOL, ARMANITOLA, DHAKA",1,GOVERNMENT,School,Secondary ,GIRLS,NOT APPLICABLE,CityCorp,PLAIN LAND,NO,Yes,YES,NO,1,3,YES,YES,15,5,155,145,10,YES,0,920,920,16,13,1180000,5761500
Dhaka,Dhaka,SINGHORA  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,2,NO,YES,2,20,58,50,15,YES,0,364,186,6,1,1620000,2161000
Dhaka,Dhaka,SINGHORA  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,2,NO,YES,2,20,58,50,15,YES,0,364,186,6,1,1620000,2161000
Dhaka,Dhaka,ANJANA MODEL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,1,0,NO,YES,2,17,162,135,21,YES,3,572,285,8,2,2100000,2880000
Dhaka,Dhaka,ANJANA MODEL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,1,0,NO,YES,2,17,162,135,21,YES,3,572,285,8,2,2100000,2880000
Dhaka,Dhaka,ADARSHA HIGH SCHOOL MIRPUR,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,10,2,YES,YES,5,10,197,195,48,YES,2,"1,195",468,39,13,4920000,14041000
Chattogram,Cumilla,FATEHABAD HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,2,NO,YES,0,0,133,90,12,YES,4,900,513,13,3,1320000,4681000
Chattogram,Cumilla,FATEHABAD HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,2,NO,YES,0,0,133,90,12,YES,4,900,513,13,3,1320000,4681000
Chattogram,Cumilla,CHASAI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,1,NO,YES,4,0,99,63,5,YES,0,813,431,10,2,560000,3600500
Chattogram,Cumilla,SHEKHERGAON ABDUL WADUD MUNSHI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,RIVER SIDE/CHAR,YES,Yes,YES,NO,2,18,NO,NO,2,18,60,38,11,YES,0,503,288,7,2,2180000,2529000
Chattogram,Cumilla,SHEKHERGAON ABDUL WADUD MUNSHI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,RIVER SIDE/CHAR,YES,Yes,YES,NO,2,18,NO,NO,2,18,60,38,11,YES,0,503,288,7,2,2180000,2529000
Chattogram,Cumilla,MUNSIRHAT HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,6,NO,YES,5,5,145,135,18,YES,5,"1,550",391,15,3,2160000,5403000
Chattogram,Cumilla,COMILLA ISWAR PATHSALA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,BOYS,YES,DISTRICT SADAR MUNICIPALITY,PLAIN LAND,YES,No,YES,YES,1,1,YES,YES,0,0,34,34,12,YES,1,342,47,12,6,1260000,4320500
Chattogram,Cumilla,COMPANY BAZAR JANANI BIDDYA NEKATON,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,3,NO,YES,0,0,29,22,7,NO,0,338,232,8,0,880000,2881500
Chattogram,Cumilla,COMPANY BAZAR JANANI BIDDYA NEKATON,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,3,NO,YES,0,0,29,22,7,NO,0,338,232,8,0,880000,2881500
Chattogram,Cumilla,RAMCHNDRAPUR R.K HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,1,NO,NO,0,0,160,113,28,NO,3,"1,611",621,18,3,2860000,6480500
Chattogram,Cumilla,COMPANIGONJ BADIUL ALAM HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,20,YES,YES,1,17,385,305,23,YES,0,"2,254","1,131",23,4,3500000,8290000
Chattogram,Cumilla,COMPANIGONJ BADIUL ALAM HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,20,YES,YES,1,17,385,305,23,YES,0,"2,254","1,131",23,4,3500000,8290000
Chattogram,Cumilla,NIMSAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,2,NO,YES,0,0,130,120,13,NO,5,961,394,12,5,1420000,4321000
Chattogram,Cumilla,MUGARCHAR K. ALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,RIVER SIDE/CHAR,NO,No,YES,YES,2,2,NO,YES,0,0,90,88,10,NO,4,757,480,10,1,1120000,3601000
Dhaka,Dhaka,IKRASHI ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,5,NO,NO,0,0,194,112,17,YES,2,759,404,15,3,2000000,5402500
